
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
ETH/USDT   LONG   2025-06-08   $2539.09   $2513.70     61.4014    $-1713.77    stop_loss

ETH/USDT   LONG   2025-06-09   $2552.88   $2603.94     60.4590    $2930.23     take_profit
ETH/USDT   LONG   2025-06-09   $2607.96   $2660.12     60.3658    $2988.84     take_profit
ETH/USDT   LONG   2025-06-09   $2675.01   $2728.51     60.0297    $3048.61     take_profit
ETH/USDT   LONG   2025-06-10   $2748.22   $2720.74     59.5992    $-1800.48    stop_loss
ETH/USDT   LONG   2025-06-10   $2720.90   $2693.69     59.5956    $-1782.48    stop_loss
ETH/USDT   LONG   2025-06-10   $2704.71   $2758.80     59.3528    $3047.70     take_profit
ETH/USDT   LONG   2025-06-10   $2778.40   $2750.62     58.9342    $-1799.94    stop_loss
ETH/USDT   LONG   2025-06-10   $2791.79   $2763.87     58.0651    $-1781.94    stop_loss
ETH/USDT   LONG   2025-06-11   $2797.73   $2853.68     57.3624    $3046.80     take_profit
ETH/USDT   LONG   2025-06-11   $2830.49   $2802.19     57.8324    $-1799.41    stop_loss
ETH/USDT   LONG   2025-06-11   $2806.99   $2778.92     57.7334    $-1781.41    stop_loss
ETH/USDT   LONG   2025-06-11   $2753.59   $2726.05     58.2645    $-1763.60    stop_loss
ETH/USDT   LONG   2025-06-12   $2722.51   $2695.28     58.3404    $-1745.96    stop_loss
ETH/USDT   LONG   2025-06-12   $2684.92   $2658.07     58.5656    $-1728.50    stop_loss
ETH/USDT   LONG   2025-06-12   $2622.61   $2596.38     59.3575    $-1711.22    stop_loss
ETH/USDT   LONG   2025-06-13   $2521.30   $2496.09     61.1251    $-1694.11    stop_loss
ETH/USDT   LONG   2025-06-13   $2475.68   $2450.92     61.6290    $-1677.17    stop_loss
ETH/USDT   LONG   2025-06-13   $2452.11   $2501.15     61.5991    $2867.64     take_profit
ETH/USDT   LONG   2025-06-13   $2497.01   $2546.95     61.7013    $2925.00     take_profit
ETH/USDT   LONG   2025-06-13   $2508.95   $2559.13     62.6358    $2983.50     take_profit

ETH/USDT   LONG   2025-06-13   $2559.39   $2533.80     62.6295    $-1762.02    stop_loss
ETH/USDT   LONG   2025-06-13   $2528.73   $2579.30     62.7549    $3012.73     take_profit
ETH/USDT   LONG   2025-06-15   $2530.89   $2581.51     63.9554    $3072.99     take_profit
ETH/USDT   LONG   2025-06-16   $2596.80   $2648.74     63.5788    $3134.45     take_profit
ETH/USDT   LONG   2025-06-16   $2645.80   $2619.34     63.6493    $-1851.17    stop_loss
ETH/USDT   LONG   2025-06-16   $2552.56   $2527.03     65.3146    $-1832.66    stop_loss
ETH/USDT   LONG   2025-06-17   $2530.83   $2581.45     65.2166    $3133.51     take_profit
ETH/USDT   LONG   2025-06-17   $2581.90   $2556.08     65.2052    $-1850.62    stop_loss
ETH/USDT   LONG   2025-06-17   $2515.90   $2490.74     66.2465    $-1832.12    stop_loss
ETH/USDT   LONG   2025-06-17   $2481.35   $2456.54     66.4973    $-1813.80    stop_loss
ETH/USDT   LONG   2025-06-17   $2459.42   $2508.61     66.4193    $3101.26     take_profit
ETH/USDT   LONG   2025-06-17   $2503.72   $2478.68     66.5490    $-1831.57    stop_loss
ETH/USDT   LONG   2025-06-18   $2482.18   $2531.82     66.4552    $3131.65     take_profit
ETH/USDT   LONG   2025-06-18   $2525.77   $2500.51     66.6145    $-1849.52    stop_loss
ETH/USDT   LONG   2025-06-18   $2505.39   $2480.34     66.4848    $-1831.02    stop_loss
ETH/USDT   LONG   2025-06-18   $2471.94   $2521.38     66.7106    $3130.71     take_profit
ETH/USDT   LONG   2025-06-18   $2512.39   $2487.27     66.9493    $-1848.97    stop_loss
ETH/USDT   LONG   2025-06-20   $2556.26   $2530.70     65.1423    $-1830.48    stop_loss
ETH/USDT   LONG   2025-06-20   $2501.18   $2476.17     65.9111    $-1812.17    stop_loss
ETH/USDT   LONG   2025-06-20   $2384.83   $2432.53     68.4355    $3098.48     take_profit

ETH/USDT   LONG   2025-06-20   $2399.92   $2447.92     69.3653    $3160.45     take_profit
ETH/USDT   LONG   2025-06-21   $2385.97   $2362.11     71.1662    $-1866.53    stop_loss
ETH/USDT   LONG   2025-06-21   $2308.33   $2285.25     72.8243    $-1847.87    stop_loss
ETH/USDT   LONG   2025-06-21   $2279.60   $2256.80     73.0047    $-1829.39    stop_loss
ETH/USDT   LONG   2025-06-21   $2230.70   $2275.31     73.8590    $3127.92     take_profit
ETH/USDT   LONG   2025-06-21   $2279.61   $2256.81     73.7198    $-1847.32    stop_loss
ETH/USDT   LONG   2025-06-22   $2279.70   $2256.90     72.9797    $-1828.84    stop_loss
ETH/USDT   LONG   2025-06-22   $2281.90   $2259.08     72.1803    $-1810.55    stop_loss
ETH/USDT   LONG   2025-06-22   $2182.70   $2160.87     74.7061    $-1792.45    stop_loss
ETH/USDT   LONG   2025-06-22   $2163.79   $2207.07     74.6054    $3064.76     take_profit
ETH/USDT   LONG   2025-06-22   $2182.70   $2160.87     75.4383    $-1810.01    stop_loss
ETH/USDT   LONG   2025-06-22   $2145.37   $2188.28     75.9834    $3094.79     take_profit
ETH/USDT   LONG   2025-06-22   $2193.21   $2237.07     75.8125    $3156.69     take_profit
ETH/USDT   LONG   2025-06-23   $2244.71   $2289.60     75.5546    $3219.82     take_profit
ETH/USDT   LONG   2025-06-23   $2280.10   $2257.30     75.8695    $-1901.59    stop_loss
ETH/USDT   LONG   2025-06-23   $2196.33   $2240.26     77.9756    $3251.38     take_profit
ETH/USDT   LONG   2025-06-23   $2243.10   $2287.96     77.8768    $3316.40     take_profit
ETH/USDT   LONG   2025-06-23   $2291.78   $2337.62     77.7471    $3382.73     take_profit
ETH/USDT   LONG   2025-06-23   $2334.75   $2381.45     77.8425    $3450.39     take_profit
ETH/USDT   LONG   2025-06-23   $2389.61   $2437.40     77.5765    $3519.39     take_profit

ETH/USDT   LONG   2025-06-24   $2429.11   $2477.69     77.8413    $3589.78     take_profit
ETH/USDT   LONG   2025-06-24   $2451.35   $2426.84     78.6778    $-2120.09    stop_loss
ETH/USDT   LONG   2025-06-25   $2424.79   $2400.54     78.7442    $-2098.89    stop_loss
ETH/USDT   LONG   2025-06-25   $2404.75   $2452.85     78.6064    $3588.71     take_profit
ETH/USDT   LONG   2025-06-26   $2420.01   $2468.41     79.6730    $3660.49     take_profit
ETH/USDT   LONG   2025-06-26   $2459.22   $2508.40     79.9707    $3733.70     take_profit
ETH/USDT   LONG   2025-06-26   $2433.89   $2409.55     82.4190    $-2205.08    stop_loss
ETH/USDT   LONG   2025-06-26   $2416.10   $2391.94     82.1956    $-2183.03    stop_loss
ETH/USDT   LONG   2025-06-27   $2396.68   $2444.61     82.0330    $3732.58     take_profit
ETH/USDT   LONG   2025-06-29   $2419.24   $2467.62     82.8934    $3807.23     take_profit
ETH/USDT   LONG   2025-06-29   $2471.03   $2520.45     82.7792    $3883.38     take_profit
ETH/USDT   LONG   2025-06-30   $2469.77   $2445.07     84.4779    $-2293.48    stop_loss
ETH/USDT   LONG   2025-06-30   $2487.63   $2462.75     83.0326    $-2270.55    stop_loss
ETH/USDT   LONG   2025-07-02   $2397.40   $2445.35     85.2961    $3882.22     take_profit
ETH/USDT   LONG   2025-07-02   $2491.70   $2541.53     83.7094    $3959.87     take_profit
ETH/USDT   LONG   2025-07-02   $2539.85   $2590.65     83.7649    $4039.06     take_profit
ETH/USDT   LONG   2025-07-02   $2570.41   $2621.82     84.4244    $4119.85     take_profit
ETH/USDT   LONG   2025-07-04   $2506.55   $2481.48     88.3068    $-2433.14    stop_loss
ETH/USDT   LONG   2025-07-04   $2477.86   $2527.42     88.4360    $4160.22     take_profit
ETH/USDT   LONG   2025-07-06   $2534.90   $2585.60     88.1749    $4243.42     take_profit

ETH/USDT   LONG   2025-07-06   $2580.90   $2555.09     88.3354    $-2506.12    stop_loss
ETH/USDT   LONG   2025-07-07   $2518.85   $2569.23     89.6064    $4285.01     take_profit
ETH/USDT   LONG   2025-07-08   $2580.65   $2632.26     89.2097    $4370.71     take_profit
ETH/USDT   LONG   2025-07-09   $2634.95   $2687.65     89.1188    $4458.12     take_profit
ETH/USDT   LONG   2025-07-09   $2702.03   $2756.07     88.6445    $4547.29     take_profit
ETH/USDT   LONG   2025-07-09   $2759.71   $2732.11     88.5276    $-2685.58    stop_loss
ETH/USDT   LONG   2025-07-10   $2807.30   $2863.45     86.1565    $4591.85     take_profit
ETH/USDT   LONG   2025-07-10   $2872.66   $2930.11     85.8802    $4683.69     take_profit
ETH/USDT   LONG   2025-07-10   $2960.00   $2930.40     85.0131    $-2766.14    stop_loss
ETH/USDT   LONG   2025-07-11   $2922.94   $2981.40     85.2300    $4729.59     take_profit
ETH/USDT   LONG   2025-07-11   $2968.49   $3027.86     85.6007    $4824.18     take_profit
ETH/USDT   LONG   2025-07-11   $2998.23   $2968.25     86.4466    $-2849.11    stop_loss
ETH/USDT   LONG   2025-07-11   $2943.94   $3002.82     87.1604    $4871.46     take_profit
ETH/USDT   LONG   2025-07-11   $2998.78   $2968.79     87.2778    $-2877.03    stop_loss
ETH/USDT   LONG   2025-07-11   $2931.58   $2990.21     88.3857    $4919.20     take_profit
ETH/USDT   LONG   2025-07-13   $2948.40   $3007.37     89.6391    $5017.58     take_profit
ETH/USDT   LONG   2025-07-14   $3024.83   $2994.58     89.1216    $-2963.33    stop_loss
ETH/USDT   LONG   2025-07-14   $3003.13   $2973.10     88.8679    $-2933.70    stop_loss
ETH/USDT   LONG   2025-07-15   $2964.59   $2934.94     89.1230    $-2904.36    stop_loss
ETH/USDT   LONG   2025-07-15   $2941.60   $3000.43     88.9213    $4965.92     take_profit

ETH/USDT   LONG   2025-07-15   $2976.42   $3035.95     89.6387    $5065.24     take_profit
ETH/USDT   LONG   2025-07-15   $2983.50   $3043.17     91.2145    $5166.55     take_profit
ETH/USDT   LONG   2025-07-15   $3039.93   $3100.73     91.3117    $5269.88     take_profit
ETH/USDT   LONG   2025-07-15   $3121.06   $3183.48     90.7169    $5375.28     take_profit
ETH/USDT   LONG   2025-07-16   $3174.40   $3237.89     90.9764    $5482.78     take_profit
ETH/USDT   LONG   2025-07-16   $3234.99   $3299.69     91.0579    $5592.44     take_profit
ETH/USDT   LONG   2025-07-16   $3335.20   $3401.90     90.0884    $5704.29     take_profit
ETH/USDT   LONG   2025-07-16   $3381.04   $3347.23     90.6443    $-3368.89    stop_loss
ETH/USDT   LONG   2025-07-16   $3380.45   $3346.65     89.7535    $-3335.20    stop_loss
ETH/USDT   LONG   2025-07-17   $3344.87   $3311.42     89.8012    $-3301.85    stop_loss
ETH/USDT   LONG   2025-07-17   $3424.80   $3390.55     86.8283    $-3268.83    stop_loss
ETH/USDT   LONG   2025-07-17   $3381.56   $3449.19     87.0592    $5589.10     take_profit
ETH/USDT   LONG   2025-07-17   $3376.49   $3444.02     88.9337    $5700.89     take_profit
ETH/USDT   LONG   2025-07-17   $3484.64   $3449.79     87.8970    $-3366.89    stop_loss
ETH/USDT   LONG   2025-07-17   $3455.15   $3524.25     87.7607    $5756.76     take_profit
ETH/USDT   LONG   2025-07-18   $3535.47   $3606.18     87.4823    $5871.89     take_profit
ETH/USDT   LONG   2025-07-18   $3605.04   $3568.99     87.5099    $-3467.88    stop_loss
ETH/USDT   LONG   2025-07-18   $3564.88   $3529.23     87.6108    $-3433.20    stop_loss
ETH/USDT   LONG   2025-07-18   $3521.80   $3486.58     87.7957    $-3398.87    stop_loss
ETH/USDT   LONG   2025-07-18   $3486.99   $3556.73     87.7854    $5811.44     take_profit

ETH/USDT   LONG   2025-07-18   $3535.48   $3606.19     88.3130    $5927.67     take_profit
ETH/USDT   LONG   2025-07-19   $3539.67   $3610.46     89.9727    $6046.22     take_profit
ETH/USDT   LONG   2025-07-20   $3638.11   $3710.87     89.2890    $6167.15     take_profit
ETH/USDT   LONG   2025-07-20   $3730.34   $3804.95     88.8230    $6290.49     take_profit
ETH/USDT   LONG   2025-07-20   $3738.84   $3701.45     90.3935    $-3715.10    stop_loss
ETH/USDT   LONG   2025-07-20   $3716.82   $3791.16     90.0197    $6352.14     take_profit
ETH/USDT   LONG   2025-07-21   $3795.54   $3757.58     89.9157    $-3751.51    stop_loss
ETH/USDT   LONG   2025-07-21   $3758.71   $3721.12     89.8888    $-3713.99    stop_loss
ETH/USDT   LONG   2025-07-21   $3726.88   $3689.61     89.7500    $-3676.85    stop_loss
ETH/USDT   LONG   2025-07-22   $3655.36   $3618.81     90.5909    $-3640.08    stop_loss
ETH/USDT   LONG   2025-07-22   $3671.46   $3634.75     89.2917    $-3603.68    stop_loss
ETH/USDT   LONG   2025-07-22   $3661.03   $3734.25     88.6507    $6161.63     take_profit
ETH/USDT   LONG   2025-07-22   $3690.48   $3653.58     89.7021    $-3639.00    stop_loss
ETH/USDT   LONG   2025-07-23   $3592.50   $3556.57     91.2271    $-3602.61    stop_loss
ETH/USDT   LONG   2025-07-23   $3558.09   $3629.25     91.1883    $6159.80     take_profit
ETH/USDT   LONG   2025-07-24   $3583.39   $3547.56     92.3553    $-3637.91    stop_loss
ETH/USDT   LONG   2025-07-24   $3516.22   $3586.54     93.1784    $6220.16     take_profit
ETH/USDT   LONG   2025-07-24   $3600.11   $3672.11     92.8273    $6344.57     take_profit
ETH/USDT   LONG   2025-07-24   $3673.01   $3746.47     92.8046    $6471.46     take_profit
ETH/USDT   LONG   2025-07-24   $3752.39   $3714.87     92.6582    $-3821.98    stop_loss

ETH/USDT   LONG   2025-07-24   $3716.42   $3679.26     92.6194    $-3783.76    stop_loss
ETH/USDT   LONG   2025-07-24   $3673.26   $3746.73     92.7706    $6469.53     take_profit
ETH/USDT   LONG   2025-07-24   $3740.80   $3703.39     92.9176    $-3820.84    stop_loss
ETH/USDT   LONG   2025-07-25   $3653.96   $3617.42     94.1746    $-3782.63    stop_loss
ETH/USDT   LONG   2025-07-25   $3610.21   $3574.11     94.3627    $-3744.80    stop_loss
ETH/USDT   LONG   2025-07-25   $3589.91   $3661.71     93.9473    $6402.93     take_profit
ETH/USDT   LONG   2025-07-25   $3600.72   $3672.73     95.5386    $6530.98     take_profit
ETH/USDT   LONG   2025-07-25   $3640.36   $3603.96     96.3882    $-3857.13    stop_loss
ETH/USDT   LONG   2025-07-25   $3610.47   $3682.68     96.2143    $6594.99     take_profit
ETH/USDT   LONG   2025-07-26   $3753.98   $3716.44     94.3869    $-3894.93    stop_loss
ETH/USDT   LONG   2025-07-27   $3820.48   $3896.89     91.8165    $6659.62     take_profit
ETH/USDT   LONG   2025-07-28   $3832.42   $3794.10     93.3611    $-3933.10    stop_loss
ETH/USDT   LONG   2025-07-28   $3785.72   $3747.86     93.5676    $-3893.77    stop_loss
ETH/USDT   LONG   2025-07-29   $3755.20   $3830.30     93.3848    $6657.63     take_profit
ETH/USDT   LONG   2025-07-29   $3861.94   $3823.32     92.6198    $-3931.93    stop_loss
ETH/USDT   LONG   2025-07-29   $3808.02   $3769.94     92.9920    $-3892.61    stop_loss
ETH/USDT   LONG   2025-07-29   $3737.76   $3812.52     93.7926    $6655.65     take_profit
ETH/USDT   LONG   2025-07-30   $3689.80   $3763.60     96.9119    $6788.76     take_profit
ETH/USDT   LONG   2025-07-31   $3788.58   $3750.69     96.2728    $-4009.38    stop_loss
ETH/USDT   LONG   2025-07-31   $3758.86   $3721.27     96.0637    $-3969.28    stop_loss

ETH/USDT   LONG   2025-08-01   $3659.97   $3623.37     97.6727    $-3929.59    stop_loss
ETH/USDT   LONG   2025-08-01   $3659.13   $3622.54     96.7181    $-3890.29    stop_loss
ETH/USDT   LONG   2025-08-01   $3593.28   $3557.35     97.5057    $-3851.39    stop_loss
ETH/USDT   LONG   2025-08-01   $3550.47   $3514.97     97.6946    $-3812.88    stop_loss
ETH/USDT   LONG   2025-08-01   $3513.32   $3478.19     97.7403    $-3774.75    stop_loss
ETH/USDT   LONG   2025-08-01   $3453.69   $3522.76     98.4336    $6454.12     take_profit
ETH/USDT   LONG   2025-08-02   $3460.45   $3425.85     100.2061   $-3811.74    stop_loss
ETH/USDT   LONG   2025-08-02   $3403.25   $3369.22     100.8714   $-3773.62    stop_loss
ETH/USDT   LONG   2025-08-02   $3375.09   $3442.59     100.6959   $6452.20     take_profit
ETH/USDT   LONG   2025-08-03   $3495.44   $3460.49     99.1735    $-3810.60    stop_loss
ETH/USDT   LONG   2025-08-04   $3587.98   $3659.74     95.6495    $6515.43     take_profit
ETH/USDT   LONG   2025-08-04   $3680.30   $3643.50     95.1151    $-3847.95    stop_loss
ETH/USDT   LONG   2025-08-05   $3611.11   $3683.33     95.9682    $6579.28     take_profit
ETH/USDT   LONG   2025-08-05   $3616.53   $3580.36     97.7408    $-3885.66    stop_loss
ETH/USDT   LONG   2025-08-05   $3581.72   $3653.35     97.7038    $6643.76     take_profit
ETH/USDT   LONG   2025-08-06   $3594.61   $3666.50     99.3005    $6776.63     take_profit
ETH/USDT   LONG   2025-08-07   $3732.41   $3807.06     97.5471    $6912.17     take_profit
ETH/USDT   LONG   2025-08-07   $3818.98   $3780.79     97.2426    $-4082.26    stop_loss
ETH/USDT   LONG   2025-08-07   $3798.81   $3874.79     96.7813    $6979.91     take_profit
ETH/USDT   LONG   2025-08-07   $3905.52   $3983.63     96.0197    $7119.50     take_profit

ETH/USDT   LONG   2025-08-08   $3988.87   $3948.98     95.8936    $-4204.71    stop_loss
ETH/USDT   LONG   2025-08-08   $4040.33   $4121.14     93.7255    $7189.28     take_profit
ETH/USDT   LONG   2025-08-09   $4158.27   $4241.44     92.8885    $7333.06     take_profit
ETH/USDT   LONG   2025-08-09   $4190.99   $4274.81     94.0066    $7479.72     take_profit
ETH/USDT   LONG   2025-08-09   $4278.16   $4235.38     93.9330    $-4417.45    stop_loss
ETH/USDT   LONG   2025-08-10   $4174.67   $4258.16     95.2989    $7553.02     take_profit
ETH/USDT   LONG   2025-08-10   $4188.25   $4272.02     96.8897    $7704.08     take_profit
ETH/USDT   LONG   2025-08-11   $4292.68   $4249.75     96.4233    $-4549.95    stop_loss
ETH/USDT   LONG   2025-08-11   $4194.38   $4278.27     97.6963    $7779.58     take_profit
ETH/USDT   LONG   2025-08-11   $4270.52   $4355.93     97.8735    $7935.18     take_profit
ETH/USDT   LONG   2025-08-11   $4315.32   $4272.17     98.7946    $-4686.43    stop_loss
ETH/USDT   LONG   2025-08-11   $4267.99   $4225.31     98.8913    $-4639.57    stop_loss
ETH/USDT   LONG   2025-08-11   $4204.50   $4288.59     99.3807    $7932.81     take_profit
ETH/USDT   LONG   2025-08-12   $4293.91   $4379.79     99.2576    $8091.47     take_profit
ETH/USDT   LONG   2025-08-12   $4380.00   $4467.60     99.2528    $8253.30     take_profit
ETH/USDT   LONG   2025-08-12   $4591.33   $4683.16     96.5781    $8418.36     take_profit
ETH/USDT   LONG   2025-08-13   $4697.27   $4650.30     96.2879    $-4971.80    stop_loss
ETH/USDT   LONG   2025-08-13   $4671.93   $4625.21     95.8420    $-4922.08    stop_loss
ETH/USDT   LONG   2025-08-13   $4636.62   $4729.35     95.6062    $8415.85     take_profit
ETH/USDT   LONG   2025-08-13   $4713.07   $4665.94     95.9365    $-4970.32    stop_loss

ETH/USDT   LONG   2025-08-14   $4559.62   $4514.02     98.1735    $-4920.62    stop_loss
ETH/USDT   LONG   2025-08-14   $4482.53   $4572.18     98.8633    $8413.35     take_profit
ETH/USDT   LONG   2025-08-14   $4523.43   $4613.90     99.9287    $8581.61     take_profit
ETH/USDT   LONG   2025-08-14   $4604.90   $4697.00     100.1240   $8753.24     take_profit
ETH/USDT   LONG   2025-08-14   $4667.77   $4621.09     100.7510   $-5169.58    stop_loss
ETH/USDT   LONG   2025-08-14   $4611.38   $4565.27     100.9632   $-5117.88    stop_loss
ETH/USDT   LONG   2025-08-14   $4525.56   $4480.30     101.8490   $-5066.70    stop_loss
ETH/USDT   LONG   2025-08-14   $4468.63   $4558.00     102.1151   $8663.13     take_profit
ETH/USDT   LONG   2025-08-15   $4539.75   $4630.55     102.5256   $8836.39     take_profit
ETH/USDT   LONG   2025-08-15   $4613.92   $4567.78     102.8951   $-5218.68    stop_loss
ETH/USDT   LONG   2025-08-15   $4540.23   $4494.83     103.5194   $-5166.50    stop_loss
ETH/USDT   LONG   2025-08-15   $4469.74   $4425.04     104.1005   $-5114.83    stop_loss
ETH/USDT   LONG   2025-08-15   $4406.74   $4494.87     104.5328   $8745.42     take_profit
ETH/USDT   LONG   2025-08-17   $4535.51   $4490.15     103.5963   $-5164.96    stop_loss
ETH/USDT   LONG   2025-08-17   $4461.84   $4417.22     104.2537   $-5113.31    stop_loss
ETH/USDT   LONG   2025-08-18   $4353.51   $4309.97     105.7794   $-5062.18    stop_loss
ETH/USDT   LONG   2025-08-18   $4325.66   $4282.40     105.3959   $-5011.55    stop_loss
ETH/USDT   LONG   2025-08-18   $4293.50   $4250.56     105.1235   $-4961.44    stop_loss
ETH/USDT   LONG   2025-08-18   $4258.37   $4343.54     104.9308   $8483.15     take_profit
ETH/USDT   LONG   2025-08-18   $4286.13   $4371.85     106.3362   $8652.81     take_profit

ETH/USDT   LONG   2025-08-18   $4330.65   $4287.34     107.3479   $-5110.26    stop_loss
ETH/USDT   LONG   2025-08-19   $4310.06   $4266.96     106.7821   $-5059.16    stop_loss
ETH/USDT   LONG   2025-08-19   $4212.35   $4296.60     108.1665   $8650.23     take_profit
ETH/USDT   LONG   2025-08-19   $4294.45   $4251.51     108.2205   $-5108.74    stop_loss
ETH/USDT   LONG   2025-08-19   $4191.72   $4149.80     109.7641   $-5057.65    stop_loss
ETH/USDT   LONG   2025-08-19   $4138.89   $4097.50     110.0535   $-5007.07    stop_loss
ETH/USDT   LONG   2025-08-19   $4087.45   $4169.20     110.3241   $8561.18     take_profit
ETH/USDT   LONG   2025-08-20   $4168.79   $4127.10     110.3349   $-5056.14    stop_loss
ETH/USDT   LONG   2025-08-20   $4118.53   $4200.90     110.5646   $8645.07     take_profit
ETH/USDT   LONG   2025-08-20   $4239.01   $4323.79     109.5706   $8817.98     take_profit
ETH/USDT   LONG   2025-08-20   $4314.88   $4271.73     109.7968   $-5207.81    stop_loss
ETH/USDT   LONG   2025-08-20   $4279.11   $4364.69     109.6075   $8904.39     take_profit
ETH/USDT   LONG   2025-08-20   $4321.86   $4278.64     110.6938   $-5258.84    stop_loss
ETH/USDT   LONG   2025-08-21   $4257.81   $4215.23     111.2353   $-5206.26    stop_loss
ETH/USDT   LONG   2025-08-21   $4213.64   $4297.91     111.2774   $8901.74     take_profit
ETH/USDT   LONG   2025-08-22   $4216.24   $4300.56     113.4329   $9079.77     take_profit
ETH/USDT   LONG   2025-08-22   $4290.47   $4376.28     113.6998   $9261.37     take_profit
ETH/USDT   LONG   2025-08-22   $4431.71   $4520.34     112.2777   $9446.60     take_profit
ETH/USDT   LONG   2025-08-22   $4576.32   $4667.85     110.9043   $9635.53     take_profit
ETH/USDT   LONG   2025-08-22   $4616.08   $4708.40     112.1481   $9828.24     take_profit

ETH/USDT   LONG   2025-08-22   $4733.72   $4828.39     111.5482   $10024.80    take_profit
ETH/USDT   LONG   2025-08-22   $4830.24   $4781.94     111.5056   $-5920.55    stop_loss
ETH/USDT   LONG   2025-08-22   $4756.76   $4851.90     112.0958   $10123.05    take_profit
ETH/USDT   LONG   2025-08-22   $4838.44   $4790.06     112.4075   $-5978.57    stop_loss
ETH/USDT   LONG   2025-08-23   $4756.94   $4709.37     113.1901   $-5918.78    stop_loss
ETH/USDT   LONG   2025-08-23   $4683.64   $4777.31     113.8119   $10120.03    take_profit
ETH/USDT   LONG   2025-08-24   $4792.69   $4744.76     113.4467   $-5976.79    stop_loss
ETH/USDT   LONG   2025-08-24   $4735.91   $4830.63     113.6588   $10219.21    take_profit
ETH/USDT   LONG   2025-08-24   $4821.81   $4918.25     113.8667   $10423.59    take_profit
ETH/USDT   LONG   2025-08-24   $4910.69   $4861.58     114.0419   $-6156.07    stop_loss
ETH/USDT   LONG   2025-08-24   $4837.49   $4789.12     114.6099   $-6094.51    stop_loss
ETH/USDT   LONG   2025-08-24   $4778.51   $4730.72     114.8642   $-6033.56    stop_loss
ETH/USDT   LONG   2025-08-24   $4740.62   $4693.21     114.6245   $-5973.23    stop_loss
ETH/USDT   LONG   2025-08-25   $4701.04   $4654.03     114.4336   $-5913.49    stop_loss
ETH/USDT   LONG   2025-08-25   $4630.88   $4584.57     115.0057   $-5854.36    stop_loss
ETH/USDT   LONG   2025-08-25   $4574.11   $4528.37     115.2687   $-5795.82    stop_loss
ETH/USDT   LONG   2025-08-25   $4550.32   $4641.33     114.7127   $9909.78     take_profit
ETH/USDT   LONG   2025-08-25   $4629.70   $4583.40     115.0007   $-5852.61    stop_loss
ETH/USDT   LONG   2025-08-25   $4572.16   $4526.44     115.2835   $-5794.09    stop_loss
ETH/USDT   LONG   2025-08-25   $4514.54   $4469.39     115.5874   $-5736.15    stop_loss

ETH/USDT   LONG   2025-08-25   $4420.34   $4376.14     116.8701   $-5678.79    stop_loss
ETH/USDT   LONG   2025-08-25   $4347.77   $4434.73     117.6326   $9709.68     take_profit
ETH/USDT   LONG   2025-08-26   $4394.51   $4482.40     118.7091   $9903.87     take_profit
ETH/USDT   LONG   2025-08-26   $4510.12   $4465.02     117.9795   $-5849.13    stop_loss
ETH/USDT   LONG   2025-08-26   $4460.01   $4549.21     118.1120   $10000.93    take_profit
ETH/USDT   LONG   2025-08-26   $4553.12   $4507.59     118.0106   $-5906.45    stop_loss
ETH/USDT   LONG   2025-08-26   $4512.41   $4602.66     117.8845   $10098.94    take_profit
ETH/USDT   LONG   2025-08-26   $4581.56   $4535.74     118.4273   $-5964.33    stop_loss
ETH/USDT   LONG   2025-08-27   $4545.37   $4499.92     118.1765   $-5904.69    stop_loss
ETH/USDT   LONG   2025-08-27   $4500.16   $4590.16     118.1701   $10095.93    take_profit
ETH/USDT   LONG   2025-08-28   $4596.33   $4550.37     118.0116   $-5962.55    stop_loss
ETH/USDT   LONG   2025-08-28   $4516.46   $4471.30     118.8975   $-5902.93    stop_loss
ETH/USDT   LONG   2025-08-28   $4465.11   $4420.46     119.0623   $-5843.90    stop_loss
ETH/USDT   LONG   2025-08-29   $4358.60   $4445.77     120.7520   $9991.99     take_profit
ETH/USDT   LONG   2025-08-29   $4392.80   $4348.87     122.2082   $-5901.17    stop_loss
ETH/USDT   LONG   2025-08-29   $4288.24   $4374.00     123.9361   $10089.91    take_profit
ETH/USDT   LONG   2025-08-30   $4331.02   $4287.71     125.1661   $-5959.00    stop_loss
ETH/USDT   LONG   2025-08-30   $4265.09   $4350.39     125.8299   $10188.79    take_profit
ETH/USDT   LONG   2025-08-30   $4350.00   $4437.00     125.8413   $10392.57    take_profit
ETH/USDT   LONG   2025-08-31   $4436.69   $4392.32     125.8501   $-6137.75    stop_loss

ETH/USDT   LONG   2025-09-01   $4399.17   $4487.15     125.6542   $10494.42    take_profit
